ID,Eye,Image_path,Label_path
1,1,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/1_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/1_1.png
2,2,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/2_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/2_1.png
3,3,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/3_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/3_1.png
4,3,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/3_2.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/3_2.png
5,4,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/4_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/4_1.png
6,4,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/4_2.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/4_2.png
7,4,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/4_3.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/4_3.png
8,4,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/4_4.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/4_4.png
13,7,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/7_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/7_1.png
14,7,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/7_2.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/7_2.png
15,7,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/7_3.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/7_3.png
16,7,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/7_4.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/7_4.png
17,7,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/7_5.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/7_5.png
18,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_1.png
19,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_2.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_2.png
20,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_3.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_3.png
21,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_4.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_4.png
22,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_5.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_5.png
23,8,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/8_6.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/8_6.png
24,9,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/9_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/9_1.png
29,13,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/13_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/13_1.png
31,15,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/x/15_1.jpg,/data1/wangjingtao/workplace/python/data/meta-oct/seg/CNV/y/15_1.png
