ID,Eye,Image_path,Label_path
31,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_1.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_1.png
32,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_2.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_2.png
33,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_3.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_3.png
34,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_4.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_4.png
35,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_5.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_5.png
36,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_6.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_6.png
37,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_7.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_7.png
38,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_8.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_8.png
39,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_9.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_9.png
40,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_10.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_10.png
41,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_11.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_11.png
42,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_12.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_12.png
43,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_13.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_13.png
44,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_14.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_14.png
45,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_15.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_15.png
46,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_16.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_16.png
47,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_17.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_17.png
48,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_18.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_18.png
49,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_19.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_19.png
50,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_20.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_20.png
51,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_21.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_21.png
52,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_22.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_22.png
53,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_23.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_23.png
54,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_24.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_24.png
55,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_25.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_25.png
56,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_26.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_26.png
57,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_27.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_27.png
58,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_28.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_28.png
59,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_29.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_29.png
60,2,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/2_30.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/2_30.png
61,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_1.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_1.png
62,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_2.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_2.png
63,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_3.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_3.png
64,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_4.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_4.png
65,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_5.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_5.png
66,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_6.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_6.png
67,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_7.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_7.png
68,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_8.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_8.png
69,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_9.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_9.png
70,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_10.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_10.png
71,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_11.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_11.png
72,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_12.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_12.png
73,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_13.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_13.png
74,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_14.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_14.png
75,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_15.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_15.png
76,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_16.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_16.png
77,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_17.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_17.png
78,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_18.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_18.png
79,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_19.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_19.png
80,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_20.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_20.png
81,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_21.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_21.png
82,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_22.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_22.png
83,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_23.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_23.png
84,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_24.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_24.png
85,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_25.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_25.png
86,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_26.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_26.png
87,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_27.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_27.png
88,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_28.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_28.png
89,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_29.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_29.png
90,3,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/3_30.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/3_30.png
91,4,/data1/wangjingtao/workplace/python/data/rp_data/rips/x/4_1.jpg,/data1/wangjingtao/workplace/python/data/rp_data/rips/y/4_1.png
