ID,Class_ID,Class,Image_path,Label_path
0,184,beaker,fss1000/meta_set/beaker/1.jpg,fss1000/meta_set/beaker/1.png
1,184,beaker,fss1000/meta_set/beaker/6.jpg,fss1000/meta_set/beaker/6.png
2,184,beaker,fss1000/meta_set/beaker/5.jpg,fss1000/meta_set/beaker/5.png
3,184,beaker,fss1000/meta_set/beaker/9.jpg,fss1000/meta_set/beaker/9.png
4,184,beaker,fss1000/meta_set/beaker/8.jpg,fss1000/meta_set/beaker/8.png
5,184,beaker,fss1000/meta_set/beaker/7.jpg,fss1000/meta_set/beaker/7.png
6,184,beaker,fss1000/meta_set/beaker/3.jpg,fss1000/meta_set/beaker/3.png
7,184,beaker,fss1000/meta_set/beaker/10.jpg,fss1000/meta_set/beaker/10.png
8,184,beaker,fss1000/meta_set/beaker/4.jpg,fss1000/meta_set/beaker/4.png
9,184,beaker,fss1000/meta_set/beaker/2.jpg,fss1000/meta_set/beaker/2.png
10,682,zebra,fss1000/meta_set/zebra/1.jpg,fss1000/meta_set/zebra/1.png
11,682,zebra,fss1000/meta_set/zebra/6.jpg,fss1000/meta_set/zebra/6.png
12,682,zebra,fss1000/meta_set/zebra/5.jpg,fss1000/meta_set/zebra/5.png
13,682,zebra,fss1000/meta_set/zebra/9.jpg,fss1000/meta_set/zebra/9.png
14,682,zebra,fss1000/meta_set/zebra/8.jpg,fss1000/meta_set/zebra/8.png
15,682,zebra,fss1000/meta_set/zebra/7.jpg,fss1000/meta_set/zebra/7.png
16,682,zebra,fss1000/meta_set/zebra/3.jpg,fss1000/meta_set/zebra/3.png
17,682,zebra,fss1000/meta_set/zebra/10.jpg,fss1000/meta_set/zebra/10.png
18,682,zebra,fss1000/meta_set/zebra/4.jpg,fss1000/meta_set/zebra/4.png
19,682,zebra,fss1000/meta_set/zebra/2.jpg,fss1000/meta_set/zebra/2.png
20,506,mule,fss1000/meta_set/mule/1.jpg,fss1000/meta_set/mule/1.png
21,506,mule,fss1000/meta_set/mule/6.jpg,fss1000/meta_set/mule/6.png
22,506,mule,fss1000/meta_set/mule/5.jpg,fss1000/meta_set/mule/5.png
23,506,mule,fss1000/meta_set/mule/9.jpg,fss1000/meta_set/mule/9.png
24,506,mule,fss1000/meta_set/mule/8.jpg,fss1000/meta_set/mule/8.png
25,506,mule,fss1000/meta_set/mule/7.jpg,fss1000/meta_set/mule/7.png
26,506,mule,fss1000/meta_set/mule/3.jpg,fss1000/meta_set/mule/3.png
27,506,mule,fss1000/meta_set/mule/10.jpg,fss1000/meta_set/mule/10.png
28,506,mule,fss1000/meta_set/mule/4.jpg,fss1000/meta_set/mule/4.png
29,506,mule,fss1000/meta_set/mule/2.jpg,fss1000/meta_set/mule/2.png
30,822,folding_chair,fss1000/meta_set/folding_chair/1.jpg,fss1000/meta_set/folding_chair/1.png
31,822,folding_chair,fss1000/meta_set/folding_chair/6.jpg,fss1000/meta_set/folding_chair/6.png
32,822,folding_chair,fss1000/meta_set/folding_chair/5.jpg,fss1000/meta_set/folding_chair/5.png
33,822,folding_chair,fss1000/meta_set/folding_chair/9.jpg,fss1000/meta_set/folding_chair/9.png
34,822,folding_chair,fss1000/meta_set/folding_chair/8.jpg,fss1000/meta_set/folding_chair/8.png
