ID,Eye,Image_path,Label_path
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_1.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_1.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_2.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_2.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_3.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_3.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_4.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_4.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_5.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_5.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_6.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_6.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_7.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_7.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_8.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_8.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_9.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_9.png
1,1,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/x/1_r_10.jpg,/data1/wangjingtao/workplace/python/pycharm_remote/rp-project/data_synthesis/crop_cutmix_cut/results_private/ori_all/1_1_r/y/1_r_10.png
