ID,Eye,Image_path,Label_path
3,2,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/2_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/2_r.png
4,2,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/2_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/2_l.png
11,6,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/6_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/6_r.png
12,6,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/6_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/6_l.png
19,10,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/10_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/10_l.png
20,10,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/10_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/10_r.png
27,14,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/14_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/14_r.png
28,14,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/14_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/14_l.png
35,18,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/18_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/18_r.png
36,18,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/18_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/18_l.png
49,25,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/25_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/25_l.png
50,25,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/25_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/25_r.png
51,26,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/26_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/26_l.png
52,26,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/26_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/26_r.png
59,30,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/30_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/30_r.png
60,30,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/30_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/30_l.png
67,34,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/34_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/34_r.png
68,34,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/34_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/34_l.png
75,38,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/38_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/38_l.png
76,38,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/38_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/38_r.png
83,42,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/42_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/42_r.png
84,42,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/42_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/42_l.png
91,46,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/46_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/46_r.png
92,46,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/46_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/46_l.png
97,49,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/49_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/49_r.png
98,49,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/49_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/49_l.png
105,53,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/53_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/53_r.png
106,53,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/53_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/53_l.png
111,56,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/56_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/56_r.png
112,56,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/56_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/56_l.png
113,57,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/57_1.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/57_1.png
114,57,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/57_2.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/57_2.png
200,101,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/101_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/101_l.png
204,105,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/105_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/105_l.png
208,109,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/109_l.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/109_l.png
121,61,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/x/61_r.png,/data1/wangjingtao/workplace/python/data/rp_data/heshi/rp/y/61_r.png
